Ng1/N,Ng2/N,AvgDeg
0.1791044776119403,0.1791044776119403,1.54
0.7222222222222222,0.1527777777777778,2.0
0.43661971830985913,0.28169014084507044,1.7857142857142858
0.09090909090909091,0.07954545454545454,1.4806201550387597
0.3069306930693069,0.22772277227722773,1.7153284671532847
0.21311475409836064,0.13114754098360656,1.4946236559139785
0.7363636363636363,0.02727272727272727,1.792857142857143
0.203125,0.203125,1.9383561643835616
0.10891089108910891,0.07920792079207921,1.3734939759036144
0.09210526315789473,0.09210526315789473,1.296875
