Ng1/N,Ng2/N,AvgDeg
0.14492753623188406,0.07246376811594203,1.3211009174311927
0.08928571428571429,0.08928571428571429,1.2
0.14893617021276595,0.1276595744680851,1.2894736842105263
0.057692307692307696,0.057692307692307696,1.2173913043478262
0.2,0.08571428571428572,1.253968253968254
0.18085106382978725,0.1276595744680851,1.5289855072463767
0.09090909090909091,0.09090909090909091,1.388157894736842
0.1038961038961039,0.1038961038961039,1.4955752212389382
0.06976744186046512,0.046511627906976744,1.355140186915888
0.13043478260869565,0.10869565217391304,1.308641975308642
