Ng1/N,Ng2/N,AvgDeg
0.05128205128205128,0.04700854700854701,1.490909090909091
0.08974358974358974,0.04700854700854701,1.5847457627118644
0.0970464135021097,0.10126582278481013,1.6475409836065573
0.031446540880503145,0.025157232704402517,1.5066666666666666
0.06333333333333334,0.03666666666666667,1.3643410852713178
0.04119850187265917,0.0299625468164794,1.3513513513513513
0.032520325203252036,0.024390243902439025,1.3627450980392157
0.05472636815920398,0.029850746268656716,1.3095238095238095
0.06837606837606838,0.05555555555555555,1.4158415841584158
0.05952380952380952,0.047619047619047616,1.4102564102564104
0.05714285714285714,0.05714285714285714,1.391304347826087
0.10727969348659004,0.05363984674329502,1.673758865248227
0.058394160583941604,0.038929440389294405,1.5414634146341464
0.11979166666666667,0.041666666666666664,1.4831460674157304
0.04830917874396135,0.028985507246376812,1.3448275862068966
0.07729468599033816,0.07246376811594203,1.510204081632653
0.05128205128205128,0.038461538461538464,1.4
0.10843373493975904,0.040160642570281124,1.5483870967741935
0.031746031746031744,0.021164021164021163,1.2597402597402598
0.032679738562091505,0.03594771241830065,1.328
0.04411764705882353,0.0392156862745098,1.4623655913978495
0.03258145363408521,0.03759398496240601,1.4357541899441342
0.0392156862745098,0.026143790849673203,1.3511450381679388
0.042735042735042736,0.03418803418803419,1.386138613861386
0.13432835820895522,0.0945273631840796,1.7410714285714286
0.04040404040404041,0.020202020202020204,1.328125
0.03968253968253968,0.01984126984126984,1.303921568627451
0.08695652173913043,0.043478260869565216,1.4923076923076923
0.08928571428571429,0.017857142857142856,1.3783783783783783
0.05185185185185185,0.02962962962962963,1.3596491228070176
0.03546099290780142,0.028368794326241134,1.3884297520661157
0.01529051987767584,0.01529051987767584,1.1025641025641026
0.029304029304029304,0.02564102564102564,1.2190476190476192
0.0392156862745098,0.0392156862745098,1.3333333333333333
0.03125,0.020833333333333332,1.2181818181818183
0.031914893617021274,0.02127659574468085,1.2982456140350878
0.07462686567164178,0.029850746268656716,1.3977272727272727
0.012269938650306749,0.012269938650306749,1.1818181818181819
0.04597701149425287,0.034482758620689655,1.356164383561644
